Scan #,Time,Uniaxial Gage C2A-13-250LW-120 on S1-Ch1 microstrain,Uniaxial Gage C2A-13-250LW-120 on S1-Ch2 microstrain
10058,0.00:01:40.58,11996.00,-420.00
10059,0.00:01:40.59,11995.00,-420.00
10060,0.00:01:40.60,11996.00,-420.00
10061,0.00:01:40.61,11996.00,-421.00
10062,0.00:01:40.62,11996.00,-420.00
10063,0.00:01:40.63,11996.00,-421.00
10064,0.00:01:40.64,11996.00,-421.00
10065,0.00:01:40.65,11996.00,-420.00
10066,0.00:01:40.66,11996.00,-420.00
10067,0.00:01:40.67,11996.00,-421.00
10068,0.00:01:40.68,11996.00,-421.00
10069,0.00:01:40.69,11997.00,-421.00
10070,0.00:01:40.70,11997.00,-421.00
10071,0.00:01:40.71,11997.00,-420.00
10072,0.00:01:40.72,11997.00,-420.00
10073,0.00:01:40.73,11997.00,-421.00
10074,0.00:01:40.74,11997.00,-420.00
10075,0.00:01:40.75,11997.00,-421.00
10076,0.00:01:40.76,11997.00,-421.00
10077,0.00:01:40.77,11998.00,-420.00
10078,0.00:01:40.78,11998.00,-421.00
10079,0.00:01:40.79,11998.00,-421.00
10080,0.00:01:40.80,11998.00,-421.00
10081,0.00:01:40.81,11998.00,-421.00
10082,0.00:01:40.82,11999.00,-421.00
10083,0.00:01:40.83,11999.00,-420.00
10084,0.00:01:40.84,11999.00,-420.00
10085,0.00:01:40.85,11999.00,-421.00
10086,0.00:01:40.86,11999.00,-421.00
10087,0.00:01:40.87,11999.00,-421.00
10088,0.00:01:40.88,11999.00,-421.00
10089,0.00:01:40.89,12000.00,-420.00
10090,0.00:01:40.90,12000.00,-421.00
10091,0.00:01:40.91,12000.00,-421.00
10092,0.00:01:40.92,12000.00,-421.00
10093,0.00:01:40.93,12000.00,-421.00
10094,0.00:01:40.94,12000.00,-421.00
10095,0.00:01:40.95,12000.00,-421.00
10096,0.00:01:40.96,12001.00,-421.00
10097,0.00:01:40.97,12001.00,-421.00
10098,0.00:01:40.98,12001.00,-421.00
10099,0.00:01:40.99,12001.00,-421.00
10100,0.00:01:41.00,12001.00,-421.00
10101,0.00:01:41.01,12001.00,-421.00
10102,0.00:01:41.02,12001.00,-421.00
10103,0.00:01:41.03,12002.00,-421.00
10104,0.00:01:41.04,12002.00,-421.00
10105,0.00:01:41.05,12002.00,-421.00
10106,0.00:01:41.06,12002.00,-421.00
10107,0.00:01:41.07,12003.00,-421.00
10108,0.00:01:41.08,12003.00,-421.00
10109,0.00:01:41.09,12003.00,-421.00
10110,0.00:01:41.10,12003.00,-421.00
10111,0.00:01:41.11,12003.00,-421.00
10112,0.00:01:41.12,12003.00,-421.00
10113,0.00:01:41.13,12003.00,-421.00
10114,0.00:01:41.14,12004.00,-421.00
10115,0.00:01:41.15,12004.00,-421.00
10116,0.00:01:41.16,12004.00,-421.00
10117,0.00:01:41.17,12004.00,-421.00
10118,0.00:01:41.18,12004.00,-421.00
10119,0.00:01:41.19,12004.00,-421.00
10120,0.00:01:41.20,12004.00,-421.00
10121,0.00:01:41.21,12005.00,-421.00
10122,0.00:01:41.22,12005.00,-421.00
10123,0.00:01:41.23,12005.00,-421.00
10124,0.00:01:41.24,12006.00,-421.00
10125,0.00:01:41.25,12006.00,-421.00
10126,0.00:01:41.26,12006.00,-421.00
10127,0.00:01:41.27,12006.00,-421.00
10128,0.00:01:41.28,12007.00,-421.00
10129,0.00:01:41.29,12007.00,-421.00
10130,0.00:01:41.30,12007.00,-421.00
10131,0.00:01:41.31,12007.00,-421.00
10132,0.00:01:41.32,12007.00,-421.00
10133,0.00:01:41.33,12007.00,-421.00
10134,0.00:01:41.34,12008.00,-421.00
10135,0.00:01:41.35,12008.00,-421.00
10136,0.00:01:41.36,12008.00,-421.00
10137,0.00:01:41.37,12008.00,-421.00
10138,0.00:01:41.38,12008.00,-421.00
10139,0.00:01:41.39,12008.00,-421.00
10140,0.00:01:41.40,12008.00,-421.00
10141,0.00:01:41.41,12008.00,-421.00
10142,0.00:01:41.42,12008.00,-421.00
10143,0.00:01:41.43,12009.00,-421.00
10144,0.00:01:41.44,12009.00,-421.00
10145,0.00:01:41.45,12009.00,-421.00
10146,0.00:01:41.46,12009.00,-421.00
10147,0.00:01:41.47,12009.00,-421.00
10148,0.00:01:41.48,12010.00,-421.00
10149,0.00:01:41.49,12010.00,-421.00
10150,0.00:01:41.50,12010.00,-421.00
10151,0.00:01:41.51,12010.00,-421.00
10152,0.00:01:41.52,12010.00,-421.00
10153,0.00:01:41.53,12011.00,-421.00
10154,0.00:01:41.54,12011.00,-421.00
10155,0.00:01:41.55,12011.00,-421.00
10156,0.00:01:41.56,12011.00,-421.00
10157,0.00:01:41.57,12011.00,-421.00
10158,0.00:01:41.58,12011.00,-421.00
10159,0.00:01:41.59,12012.00,-421.00
10160,0.00:01:41.60,12012.00,-421.00
10161,0.00:01:41.61,12012.00,-421.00
10162,0.00:01:41.62,12012.00,-421.00
10163,0.00:01:41.63,12012.00,-421.00
10164,0.00:01:41.64,12012.00,-421.00
10165,0.00:01:41.65,12013.00,-421.00
10166,0.00:01:41.66,12013.00,-421.00
10167,0.00:01:41.67,12013.00,-421.00
10168,0.00:01:41.68,12014.00,-421.00
10169,0.00:01:41.69,12014.00,-421.00
10170,0.00:01:41.70,12013.00,-421.00
10171,0.00:01:41.71,12014.00,-421.00
10172,0.00:01:41.72,12014.00,-421.00
10173,0.00:01:41.73,12014.00,-421.00
10174,0.00:01:41.74,12014.00,-421.00
10175,0.00:01:41.75,12014.00,-421.00
10176,0.00:01:41.76,12014.00,-421.00
10177,0.00:01:41.77,12014.00,-421.00
10178,0.00:01:41.78,12014.00,-421.00
10179,0.00:01:41.79,12014.00,-421.00
10180,0.00:01:41.80,12014.00,-421.00
10181,0.00:01:41.81,12014.00,-421.00
10182,0.00:01:41.82,12015.00,-421.00
10183,0.00:01:41.83,12015.00,-421.00
10184,0.00:01:41.84,12016.00,-421.00
10185,0.00:01:41.85,12015.00,-421.00
10186,0.00:01:41.86,12016.00,-421.00
10187,0.00:01:41.87,12016.00,-421.00
10188,0.00:01:41.88,12016.00,-421.00
10189,0.00:01:41.89,12017.00,-421.00
10190,0.00:01:41.90,12017.00,-421.00
10191,0.00:01:41.91,12017.00,-421.00
10192,0.00:01:41.92,12018.00,-421.00
10193,0.00:01:41.93,12018.00,-421.00
10194,0.00:01:41.94,12018.00,-421.00
10195,0.00:01:41.95,12018.00,-421.00
10196,0.00:01:41.96,12018.00,-421.00
10197,0.00:01:41.97,12018.00,-421.00
10198,0.00:01:41.98,12018.00,-421.00
10199,0.00:01:41.99,12019.00,-421.00
10200,0.00:01:42.00,12019.00,-421.00
10201,0.00:01:42.01,12019.00,-421.00
10202,0.00:01:42.02,12019.00,-421.00
10203,0.00:01:42.03,12019.00,-421.00
10204,0.00:01:42.04,12020.00,-421.00
10205,0.00:01:42.05,12020.00,-421.00
10206,0.00:01:42.06,12020.00,-422.00
10207,0.00:01:42.07,12021.00,-421.00
10208,0.00:01:42.08,12021.00,-421.00
10209,0.00:01:42.09,12021.00,-422.00
10210,0.00:01:42.10,12022.00,-422.00
10211,0.00:01:42.11,12022.00,-421.00
10212,0.00:01:42.12,12022.00,-422.00
10213,0.00:01:42.13,12022.00,-422.00
10214,0.00:01:42.14,12022.00,-422.00
10215,0.00:01:42.15,12022.00,-422.00
10216,0.00:01:42.16,12023.00,-421.00
10217,0.00:01:42.17,12023.00,-421.00
10218,0.00:01:42.18,12023.00,-422.00
10219,0.00:01:42.19,12023.00,-421.00
10220,0.00:01:42.20,12023.00,-422.00
10221,0.00:01:42.21,12023.00,-422.00
10222,0.00:01:42.22,12023.00,-422.00
10223,0.00:01:42.23,12024.00,-422.00
10224,0.00:01:42.24,12024.00,-422.00
10225,0.00:01:42.25,12024.00,-422.00
10226,0.00:01:42.26,12024.00,-422.00
10227,0.00:01:42.27,12025.00,-422.00
10228,0.00:01:42.28,12025.00,-422.00
10229,0.00:01:42.29,12025.00,-422.00
10230,0.00:01:42.30,12025.00,-422.00
10231,0.00:01:42.31,12025.00,-422.00
10232,0.00:01:42.32,12025.00,-422.00
10233,0.00:01:42.33,12026.00,-422.00
10234,0.00:01:42.34,12026.00,-422.00
10235,0.00:01:42.35,12026.00,-421.00
10236,0.00:01:42.36,12026.00,-422.00
10237,0.00:01:42.37,12026.00,-422.00
10238,0.00:01:42.38,12026.00,-422.00
10239,0.00:01:42.39,12026.00,-422.00
10240,0.00:01:42.40,12027.00,-422.00
10241,0.00:01:42.41,12027.00,-422.00
10242,0.00:01:42.42,12027.00,-422.00
10243,0.00:01:42.43,12027.00,-422.00
10244,0.00:01:42.44,12027.00,-422.00
10245,0.00:01:42.45,12027.00,-422.00
10246,0.00:01:42.46,12027.00,-422.00
10247,0.00:01:42.47,12027.00,-422.00
10248,0.00:01:42.48,12028.00,-422.00
10249,0.00:01:42.49,12028.00,-422.00
10250,0.00:01:42.50,12028.00,-422.00
10251,0.00:01:42.51,12028.00,-422.00
10252,0.00:01:42.52,12028.00,-422.00
10253,0.00:01:42.53,12029.00,-422.00
10254,0.00:01:42.54,12029.00,-422.00
10255,0.00:01:42.55,12029.00,-422.00
10256,0.00:01:42.56,12029.00,-422.00
10257,0.00:01:42.57,12029.00,-422.00
10258,0.00:01:42.58,12029.00,-422.00
10259,0.00:01:42.59,12029.00,-422.00
10260,0.00:01:42.60,12030.00,-422.00
10261,0.00:01:42.61,12030.00,-422.00
10262,0.00:01:42.62,12030.00,-422.00
10263,0.00:01:42.63,12031.00,-422.00
10264,0.00:01:42.64,12031.00,-422.00
10265,0.00:01:42.65,12031.00,-422.00
10266,0.00:01:42.66,12031.00,-422.00
10267,0.00:01:42.67,12031.00,-422.00
10268,0.00:01:42.68,12032.00,-422.00
10269,0.00:01:42.69,12032.00,-422.00
10270,0.00:01:42.70,12032.00,-422.00
10271,0.00:01:42.71,12033.00,-422.00
10272,0.00:01:42.72,12032.00,-422.00
10273,0.00:01:42.73,12033.00,-422.00
10274,0.00:01:42.74,12033.00,-422.00
10275,0.00:01:42.75,12033.00,-422.00
10276,0.00:01:42.76,12034.00,-422.00
10277,0.00:01:42.77,12033.00,-422.00
10278,0.00:01:42.78,12034.00,-422.00
10279,0.00:01:42.79,12034.00,-422.00
10280,0.00:01:42.80,12034.00,-422.00
10281,0.00:01:42.81,12034.00,-422.00
10282,0.00:01:42.82,12034.00,-422.00
10283,0.00:01:42.83,12034.00,-422.00
10284,0.00:01:42.84,12035.00,-422.00
10285,0.00:01:42.85,12035.00,-422.00
10286,0.00:01:42.86,12035.00,-422.00
10287,0.00:01:42.87,12036.00,-422.00
10288,0.00:01:42.88,12036.00,-422.00
10289,0.00:01:42.89,12036.00,-422.00
10290,0.00:01:42.90,12036.00,-422.00
10291,0.00:01:42.91,12036.00,-422.00
10292,0.00:01:42.92,12036.00,-422.00
10293,0.00:01:42.93,12036.00,-422.00
10294,0.00:01:42.94,12037.00,-422.00
10295,0.00:01:42.95,12037.00,-422.00
10296,0.00:01:42.96,12037.00,-422.00
10297,0.00:01:42.97,12037.00,-422.00
10298,0.00:01:42.98,12038.00,-422.00
10299,0.00:01:42.99,12038.00,-422.00
10300,0.00:01:43.00,12038.00,-422.00
10301,0.00:01:43.01,12038.00,-422.00
10302,0.00:01:43.02,12039.00,-422.00
10303,0.00:01:43.03,12038.00,-422.00
10304,0.00:01:43.04,12039.00,-422.00
10305,0.00:01:43.05,12039.00,-422.00
10306,0.00:01:43.06,12039.00,-422.00
10307,0.00:01:43.07,12040.00,-422.00
10308,0.00:01:43.08,12040.00,-422.00
10309,0.00:01:43.09,12040.00,-422.00
10310,0.00:01:43.10,12040.00,-422.00
10311,0.00:01:43.11,12041.00,-422.00
10312,0.00:01:43.12,12041.00,-422.00
10313,0.00:01:43.13,12041.00,-422.00
10314,0.00:01:43.14,12041.00,-423.00
10315,0.00:01:43.15,12041.00,-422.00
10316,0.00:01:43.16,12041.00,-423.00
10317,0.00:01:43.17,12041.00,-423.00
10318,0.00:01:43.18,12041.00,-423.00
10319,0.00:01:43.19,12041.00,-422.00
10320,0.00:01:43.20,12042.00,-422.00
10321,0.00:01:43.21,12042.00,-423.00
10322,0.00:01:43.22,12042.00,-422.00
10323,0.00:01:43.23,12042.00,-423.00
10324,0.00:01:43.24,12042.00,-423.00
10325,0.00:01:43.25,12043.00,-423.00
10326,0.00:01:43.26,12043.00,-422.00
10327,0.00:01:43.27,12043.00,-423.00
10328,0.00:01:43.28,12043.00,-423.00
10329,0.00:01:43.29,12043.00,-423.00
10330,0.00:01:43.30,12043.00,-423.00
10331,0.00:01:43.31,12044.00,-423.00
10332,0.00:01:43.32,12044.00,-422.00
10333,0.00:01:43.33,12044.00,-423.00
10334,0.00:01:43.34,12045.00,-423.00
10335,0.00:01:43.35,12045.00,-423.00
10336,0.00:01:43.36,12045.00,-423.00
10337,0.00:01:43.37,12045.00,-423.00
10338,0.00:01:43.38,12045.00,-423.00
10339,0.00:01:43.39,12046.00,-423.00
10340,0.00:01:43.40,12046.00,-422.00
10341,0.00:01:43.41,12046.00,-423.00
10342,0.00:01:43.42,12046.00,-423.00
10343,0.00:01:43.43,12046.00,-423.00
10344,0.00:01:43.44,12046.00,-423.00
10345,0.00:01:43.45,12047.00,-423.00
10346,0.00:01:43.46,12047.00,-423.00
10347,0.00:01:43.47,12047.00,-423.00
10348,0.00:01:43.48,12047.00,-423.00
10349,0.00:01:43.49,12048.00,-423.00
10350,0.00:01:43.50,12048.00,-423.00
10351,0.00:01:43.51,12048.00,-423.00
10352,0.00:01:43.52,12048.00,-423.00
10353,0.00:01:43.53,12048.00,-423.00
10354,0.00:01:43.54,12049.00,-423.00
10355,0.00:01:43.55,12049.00,-423.00
10356,0.00:01:43.56,12049.00,-423.00
10357,0.00:01:43.57,12049.00,-423.00
10358,0.00:01:43.58,12050.00,-422.00
10359,0.00:01:43.59,12050.00,-423.00
10360,0.00:01:43.60,12050.00,-423.00
10361,0.00:01:43.61,12050.00,-423.00
10362,0.00:01:43.62,12050.00,-423.00
10363,0.00:01:43.63,12051.00,-423.00
10364,0.00:01:43.64,12051.00,-423.00
10365,0.00:01:43.65,12051.00,-423.00
10366,0.00:01:43.66,12051.00,-423.00
10367,0.00:01:43.67,12051.00,-423.00
10368,0.00:01:43.68,12051.00,-423.00
10369,0.00:01:43.69,12051.00,-423.00
10370,0.00:01:43.70,12052.00,-423.00
10371,0.00:01:43.71,12052.00,-423.00
10372,0.00:01:43.72,12052.00,-423.00
10373,0.00:01:43.73,12052.00,-423.00
10374,0.00:01:43.74,12052.00,-423.00
10375,0.00:01:43.75,12052.00,-423.00
10376,0.00:01:43.76,12053.00,-423.00
10377,0.00:01:43.77,12053.00,-423.00
10378,0.00:01:43.78,12054.00,-423.00
10379,0.00:01:43.79,12054.00,-423.00
10380,0.00:01:43.80,12054.00,-423.00
10381,0.00:01:43.81,12054.00,-423.00
10382,0.00:01:43.82,12054.00,-423.00
10383,0.00:01:43.83,12055.00,-423.00
10384,0.00:01:43.84,12055.00,-423.00
10385,0.00:01:43.85,12055.00,-423.00
10386,0.00:01:43.86,12055.00,-423.00
10387,0.00:01:43.87,12056.00,-423.00
10388,0.00:01:43.88,12056.00,-423.00
10389,0.00:01:43.89,12056.00,-423.00
10390,0.00:01:43.90,12057.00,-423.00
10391,0.00:01:43.91,12057.00,-423.00
10392,0.00:01:43.92,12057.00,-423.00
10393,0.00:01:43.93,12057.00,-423.00
10394,0.00:01:43.94,12057.00,-423.00
10395,0.00:01:43.95,12058.00,-423.00
10396,0.00:01:43.96,12057.00,-423.00
10397,0.00:01:43.97,12057.00,-423.00
10398,0.00:01:43.98,12058.00,-423.00
10399,0.00:01:43.99,12058.00,-423.00
10400,0.00:01:44.00,12058.00,-423.00
10401,0.00:01:44.01,12059.00,-423.00
10402,0.00:01:44.02,12059.00,-423.00
10403,0.00:01:44.03,12059.00,-423.00
10404,0.00:01:44.04,12060.00,-423.00
10405,0.00:01:44.05,12060.00,-423.00
10406,0.00:01:44.06,12060.00,-423.00
10407,0.00:01:44.07,12060.00,-423.00
10408,0.00:01:44.08,12061.00,-423.00
10409,0.00:01:44.09,12061.00,-423.00
10410,0.00:01:44.10,12061.00,-423.00
10411,0.00:01:44.11,12061.00,-423.00
10412,0.00:01:44.12,12062.00,-423.00
10413,0.00:01:44.13,12062.00,-423.00
10414,0.00:01:44.14,12062.00,-423.00
10415,0.00:01:44.15,12062.00,-423.00
10416,0.00:01:44.16,12062.00,-423.00
10417,0.00:01:44.17,12062.00,-423.00
10418,0.00:01:44.18,12063.00,-423.00
10419,0.00:01:44.19,12063.00,-423.00
10420,0.00:01:44.20,12063.00,-423.00
10421,0.00:01:44.21,12063.00,-423.00
10422,0.00:01:44.22,12063.00,-424.00
10423,0.00:01:44.23,12064.00,-423.00
10424,0.00:01:44.24,12064.00,-423.00
10425,0.00:01:44.25,12064.00,-423.00
10426,0.00:01:44.26,12064.00,-423.00
10427,0.00:01:44.27,12065.00,-423.00
10428,0.00:01:44.28,12065.00,-423.00
10429,0.00:01:44.29,12065.00,-424.00
10430,0.00:01:44.30,12065.00,-423.00
10431,0.00:01:44.31,12065.00,-423.00
10432,0.00:01:44.32,12065.00,-423.00
10433,0.00:01:44.33,12066.00,-424.00
10434,0.00:01:44.34,12066.00,-424.00
10435,0.00:01:44.35,12066.00,-423.00
10436,0.00:01:44.36,12066.00,-423.00
10437,0.00:01:44.37,12066.00,-423.00
10438,0.00:01:44.38,12067.00,-423.00
10439,0.00:01:44.39,12067.00,-424.00
10440,0.00:01:44.40,12067.00,-423.00
10441,0.00:01:44.41,12067.00,-424.00
10442,0.00:01:44.42,12068.00,-424.00
10443,0.00:01:44.43,12068.00,-423.00
10444,0.00:01:44.44,12068.00,-424.00
10445,0.00:01:44.45,12069.00,-424.00
10446,0.00:01:44.46,12068.00,-424.00
10447,0.00:01:44.47,12069.00,-424.00
10448,0.00:01:44.48,12069.00,-424.00
10449,0.00:01:44.49,12070.00,-423.00
10450,0.00:01:44.50,12069.00,-423.00
10451,0.00:01:44.51,12070.00,-424.00
10452,0.00:01:44.52,12070.00,-424.00
10453,0.00:01:44.53,12070.00,-424.00
10454,0.00:01:44.54,12071.00,-424.00
10455,0.00:01:44.55,12071.00,-423.00
10456,0.00:01:44.56,12071.00,-424.00
10457,0.00:01:44.57,12071.00,-424.00
10458,0.00:01:44.58,12072.00,-424.00
10459,0.00:01:44.59,12072.00,-424.00
10460,0.00:01:44.60,12072.00,-424.00
10461,0.00:01:44.61,12073.00,-424.00
10462,0.00:01:44.62,12073.00,-424.00
10463,0.00:01:44.63,12073.00,-424.00
10464,0.00:01:44.64,12073.00,-424.00
10465,0.00:01:44.65,12074.00,-424.00
10466,0.00:01:44.66,12074.00,-424.00
10467,0.00:01:44.67,12075.00,-424.00
10468,0.00:01:44.68,12075.00,-424.00
10469,0.00:01:44.69,12075.00,-424.00
10470,0.00:01:44.70,12075.00,-424.00
10471,0.00:01:44.71,12076.00,-424.00
10472,0.00:01:44.72,12076.00,-424.00
10473,0.00:01:44.73,12076.00,-424.00
10474,0.00:01:44.74,12077.00,-424.00
10475,0.00:01:44.75,12076.00,-424.00
10476,0.00:01:44.76,12077.00,-424.00
10477,0.00:01:44.77,12077.00,-424.00
10478,0.00:01:44.78,12077.00,-424.00
10479,0.00:01:44.79,12078.00,-424.00
10480,0.00:01:44.80,12078.00,-424.00
10481,0.00:01:44.81,12078.00,-424.00
10482,0.00:01:44.82,12079.00,-424.00
10483,0.00:01:44.83,12079.00,-424.00
10484,0.00:01:44.84,12079.00,-424.00
10485,0.00:01:44.85,12080.00,-424.00
10486,0.00:01:44.86,12080.00,-424.00
10487,0.00:01:44.87,12080.00,-424.00
10488,0.00:01:44.88,12080.00,-424.00
10489,0.00:01:44.89,12080.00,-424.00
10490,0.00:01:44.90,12080.00,-424.00
10491,0.00:01:44.91,12080.00,-424.00
10492,0.00:01:44.92,12080.00,-424.00
10493,0.00:01:44.93,12080.00,-424.00
10494,0.00:01:44.94,12081.00,-424.00
10495,0.00:01:44.95,12081.00,-424.00
10496,0.00:01:44.96,12081.00,-424.00
10497,0.00:01:44.97,12081.00,-424.00
10498,0.00:01:44.98,12081.00,-424.00
10499,0.00:01:44.99,12081.00,-424.00
10500,0.00:01:45.00,12081.00,-424.00
10501,0.00:01:45.01,12082.00,-424.00
10502,0.00:01:45.02,12082.00,-424.00
10503,0.00:01:45.03,12082.00,-424.00
10504,0.00:01:45.04,12082.00,-424.00
10505,0.00:01:45.05,12082.00,-424.00
10506,0.00:01:45.06,12083.00,-424.00
10507,0.00:01:45.07,12083.00,-424.00
10508,0.00:01:45.08,12083.00,-424.00
10509,0.00:01:45.09,12083.00,-424.00
10510,0.00:01:45.10,12083.00,-424.00
10511,0.00:01:45.11,12084.00,-424.00
10512,0.00:01:45.12,12084.00,-424.00
10513,0.00:01:45.13,12084.00,-424.00
10514,0.00:01:45.14,12085.00,-424.00
10515,0.00:01:45.15,12085.00,-424.00
10516,0.00:01:45.16,12085.00,-425.00
10517,0.00:01:45.17,12085.00,-424.00
10518,0.00:01:45.18,12085.00,-424.00
10519,0.00:01:45.19,12085.00,-424.00
10520,0.00:01:45.20,12086.00,-424.00
10521,0.00:01:45.21,12086.00,-424.00
10522,0.00:01:45.22,12087.00,-424.00
10523,0.00:01:45.23,12086.00,-424.00
10524,0.00:01:45.24,12087.00,-424.00
10525,0.00:01:45.25,12087.00,-425.00
10526,0.00:01:45.26,12087.00,-424.00
10527,0.00:01:45.27,12088.00,-425.00
10528,0.00:01:45.28,12087.00,-424.00
10529,0.00:01:45.29,12088.00,-424.00
10530,0.00:01:45.30,12088.00,-425.00
10531,0.00:01:45.31,12088.00,-424.00
10532,0.00:01:45.32,12088.00,-424.00
10533,0.00:01:45.33,12088.00,-424.00
10534,0.00:01:45.34,12088.00,-425.00
10535,0.00:01:45.35,12088.00,-425.00
10536,0.00:01:45.36,12088.00,-424.00
10537,0.00:01:45.37,12089.00,-425.00
10538,0.00:01:45.38,12089.00,-425.00
10539,0.00:01:45.39,12089.00,-425.00
10540,0.00:01:45.40,12090.00,-425.00
10541,0.00:01:45.41,12090.00,-425.00
10542,0.00:01:45.42,12090.00,-425.00
10543,0.00:01:45.43,12091.00,-424.00
10544,0.00:01:45.44,12091.00,-425.00
10545,0.00:01:45.45,12091.00,-425.00
10546,0.00:01:45.46,12091.00,-425.00
10547,0.00:01:45.47,12091.00,-424.00
10548,0.00:01:45.48,12092.00,-425.00
10549,0.00:01:45.49,12092.00,-425.00
10550,0.00:01:45.50,12092.00,-425.00
10551,0.00:01:45.51,12092.00,-425.00
10552,0.00:01:45.52,12092.00,-425.00
10553,0.00:01:45.53,12092.00,-425.00
10554,0.00:01:45.54,12092.00,-425.00
10555,0.00:01:45.55,12092.00,-425.00
10556,0.00:01:45.56,12092.00,-425.00
10557,0.00:01:45.57,12093.00,-425.00
10558,0.00:01:45.58,12094.00,-425.00
10559,0.00:01:45.59,12094.00,-425.00
10560,0.00:01:45.60,12094.00,-425.00
10561,0.00:01:45.61,12094.00,-425.00
10562,0.00:01:45.62,12094.00,-425.00
10563,0.00:01:45.63,12094.00,-425.00
10564,0.00:01:45.64,12095.00,-425.00
10565,0.00:01:45.65,12095.00,-425.00
10566,0.00:01:45.66,12095.00,-425.00
10567,0.00:01:45.67,12096.00,-425.00
10568,0.00:01:45.68,12096.00,-425.00
10569,0.00:01:45.69,12096.00,-425.00
10570,0.00:01:45.70,12097.00,-425.00
10571,0.00:01:45.71,12096.00,-425.00
10572,0.00:01:45.72,12097.00,-425.00
10573,0.00:01:45.73,12097.00,-425.00
10574,0.00:01:45.74,12097.00,-425.00
10575,0.00:01:45.75,12097.00,-425.00
10576,0.00:01:45.76,12097.00,-425.00
10577,0.00:01:45.77,12097.00,-425.00
10578,0.00:01:45.78,12097.00,-425.00
10579,0.00:01:45.79,12098.00,-425.00
10580,0.00:01:45.80,12099.00,-425.00
10581,0.00:01:45.81,12099.00,-425.00
10582,0.00:01:45.82,12099.00,-425.00
10583,0.00:01:45.83,12100.00,-425.00
10584,0.00:01:45.84,12100.00,-425.00
10585,0.00:01:45.85,12100.00,-425.00
10586,0.00:01:45.86,12100.00,-425.00
10587,0.00:01:45.87,12101.00,-425.00
10588,0.00:01:45.88,12101.00,-425.00
10589,0.00:01:45.89,12101.00,-425.00
10590,0.00:01:45.90,12101.00,-425.00
10591,0.00:01:45.91,12102.00,-425.00
10592,0.00:01:45.92,12102.00,-425.00
10593,0.00:01:45.93,12103.00,-425.00
10594,0.00:01:45.94,12102.00,-425.00
10595,0.00:01:45.95,12103.00,-425.00
10596,0.00:01:45.96,12103.00,-426.00
10597,0.00:01:45.97,12103.00,-426.00
10598,0.00:01:45.98,12103.00,-425.00
10599,0.00:01:45.99,12104.00,-425.00
10600,0.00:01:46.00,12104.00,-425.00
10601,0.00:01:46.01,12104.00,-425.00
10602,0.00:01:46.02,12104.00,-425.00
10603,0.00:01:46.03,12105.00,-425.00
10604,0.00:01:46.04,12105.00,-425.00
10605,0.00:01:46.05,12105.00,-426.00
10606,0.00:01:46.06,12105.00,-426.00
10607,0.00:01:46.07,12106.00,-425.00
10608,0.00:01:46.08,12106.00,-426.00
10609,0.00:01:46.09,12106.00,-426.00
10610,0.00:01:46.10,12106.00,-426.00
10611,0.00:01:46.11,12106.00,-426.00
10612,0.00:01:46.12,12107.00,-426.00
10613,0.00:01:46.13,12107.00,-426.00
10614,0.00:01:46.14,12107.00,-426.00
10615,0.00:01:46.15,12108.00,-426.00
10616,0.00:01:46.16,12108.00,-426.00
10617,0.00:01:46.17,12108.00,-426.00
10618,0.00:01:46.18,12108.00,-425.00
10619,0.00:01:46.19,12109.00,-426.00
10620,0.00:01:46.20,12109.00,-426.00
10621,0.00:01:46.21,12109.00,-426.00
10622,0.00:01:46.22,12109.00,-426.00
10623,0.00:01:46.23,12109.00,-426.00
10624,0.00:01:46.24,12110.00,-426.00
10625,0.00:01:46.25,12110.00,-426.00
10626,0.00:01:46.26,12110.00,-426.00
10627,0.00:01:46.27,12110.00,-425.00
10628,0.00:01:46.28,12110.00,-426.00
10629,0.00:01:46.29,12111.00,-426.00
10630,0.00:01:46.30,12111.00,-426.00
10631,0.00:01:46.31,12111.00,-425.00
10632,0.00:01:46.32,12111.00,-426.00
10633,0.00:01:46.33,12112.00,-426.00
10634,0.00:01:46.34,12112.00,-426.00
10635,0.00:01:46.35,12111.00,-426.00
10636,0.00:01:46.36,12112.00,-426.00
10637,0.00:01:46.37,12112.00,-426.00
10638,0.00:01:46.38,12112.00,-426.00
10639,0.00:01:46.39,12113.00,-426.00
10640,0.00:01:46.40,12113.00,-426.00
10641,0.00:01:46.41,12114.00,-426.00
10642,0.00:01:46.42,12114.00,-426.00
10643,0.00:01:46.43,12114.00,-426.00
10644,0.00:01:46.44,12114.00,-426.00
10645,0.00:01:46.45,12114.00,-426.00
10646,0.00:01:46.46,12114.00,-426.00
10647,0.00:01:46.47,12114.00,-426.00
10648,0.00:01:46.48,12114.00,-426.00
10649,0.00:01:46.49,12114.00,-426.00
10650,0.00:01:46.50,12114.00,-426.00
10651,0.00:01:46.51,12115.00,-426.00
10652,0.00:01:46.52,12115.00,-426.00
10653,0.00:01:46.53,12115.00,-426.00
10654,0.00:01:46.54,12115.00,-426.00
10655,0.00:01:46.55,12115.00,-426.00
10656,0.00:01:46.56,12115.00,-426.00
10657,0.00:01:46.57,12116.00,-426.00
10658,0.00:01:46.58,12116.00,-426.00
10659,0.00:01:46.59,12117.00,-426.00
10660,0.00:01:46.60,12117.00,-426.00
10661,0.00:01:46.61,12117.00,-426.00
10662,0.00:01:46.62,12117.00,-426.00
